"ANID","Group","Sr","Co","B","Ni","U","Li","MgO","Na2O","Ti","Sc","Al2O3","K2O","CaCO3","Zn","Mo","LOF_outlier","TSNE1","TSNE2"
"23G-BA02(2)","23G-BA",621.092007802778,51.1256704412117,109.558822278477,20.5138176476821,30.1626195721666,6.35422327153545,146.148680826963,1268.69355778885,384.028358058525,15.3099919231471,435.647574389987,0,20659.2808835147,192.457741755459,380.862899549422,-1,5.26596387100005,18.5893586603526
"23G-F07","23G-F",22.4653173738184,15.4733774118308,33.3206279797675,0.706241448946097,0.983596265338116,13.5009418724206,847.391914666083,1062.59195740261,98.3792457080786,5.87608148428324,1538.02419047347,961.931765391876,19688.4523854064,298.362548946231,1.78281835207475,-1,4.91776304712063,18.5301175460214
"23G-I09","23G-I",111.44191448899,55.7640596892895,32.4311241193961,6.29705542733977,1.42398608833828,5.14283405869458,3864.58672198947,1768.32949502376,282.400030789589,7.62432817038954,10292.4588824386,821.786278238556,33957.2961323931,196.267666925688,3.25186025228725,-1,4.96425830995577,21.0103341528023
"23G-V04","23G-V",7.21235255439584,12.293646813917,78.0236916352713,6.28105103009359,0.665968410813178,32.6440304181712,824.128043347634,680.687207746393,780.535746938003,9.73774468074645,23797.7050994192,9242.26143182824,6348.64679774539,124.006410614139,4.81573539159346,-1,7.10230751656413,1.95113748425699
"23GVA05","23G-VA",18.0890768520327,4.2974713600992,43.626718250498,3.14204114280661,0.490780356251195,7.68559168636688,10123.6591916621,325.303023151213,75.4668190790884,15.7910036941728,797.45020866687,0,33724.101827413,64.2936570314245,2.07940046391161,-1,4.26606381890755,21.1625141773255
"23G-X14","23G-X",7.61022629823285,0.535815960924376,27.5266446859142,7.94899199144523,1.22699915847734,0.216758448902973,202.758016241256,139.962140359684,11.9464231187332,8.80861020341547,73.7006770555655,125.356178829408,6916.27198733044,29.162267532965,0.315999082195493,-1,-0.423732864665846,8.0798725456765
"23G-Y02","23G-Y",133.765948594382,2.02794956618598,56.9523373743582,19.9899724129886,12.5486434397734,12.7144801345773,270.876603938822,1109.8294096644,240.977023997086,9.39775101482813,2879.7565086816,1075.29926951509,11343.5202946358,106.196567021642,1.59569723813916,-1,4.59305393403908,14.5284685729977
"24GG03","24G-G",56.0822186267786,6.12317188053713,20.4493058288598,0.68816923398886,13.4076243185784,10.606543188251,13985.725668241,491.777280431933,16.182523168156,7.11369823632044,623.727763362404,232.50603542667,38593.9250970383,14.1873499419705,0.795758658712953,-1,4.18967744544797,21.5993669622592
"24GH13","24G-H",7.64994004880762,23.1991145181731,4.69923148336753,2.06929821894724,0.5390946274632,2.83796413583348,17482.440020084,281.093986364106,215.30795520293,7.40596732301026,25223.9887915326,478.514684645844,5796.46358778291,9.61945388892046,0.189375209471027,-1,8.19896787580512,3.76669644265483
"24GT01","24G-T",4.92442319805025,6.41625033834961,31.0502267292174,0.691792125017966,6.01720135292937,3.48302526322784,129.185948687,231.019066143768,13.9117771117329,5.78345281997113,428.94756838355,186.120997006082,9588.44829964598,36.9536232200528,0.5891957490335,-1,2.23831917664159,12.5493937099222
